image_path,label,dataset,case_id
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1910.jpg,0,TN3K_trainval,1910
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1702.jpg,0,TN3K_trainval,1702
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1170.jpg,0,TN3K_trainval,1170
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0509.jpg,0,TN3K_trainval,0509
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1759.jpg,0,TN3K_trainval,1759
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1693.jpg,0,TN3K_trainval,1693
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1344.jpg,0,TN3K_trainval,1344
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1991.jpg,1,TN3K_trainval,1991
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2637.jpg,0,TN3K_trainval,2637
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0216.jpg,0,TN3K_trainval,0216
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0267.jpg,0,TN3K_trainval,0267
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1205.jpg,0,TN3K_trainval,1205
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1167.jpg,0,TN3K_trainval,1167
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2366.jpg,0,TN3K_trainval,2366
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0888.jpg,1,TN3K_trainval,0888
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1970.jpg,0,TN3K_trainval,1970
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0660.jpg,0,TN3K_trainval,0660
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0366.jpg,0,TN3K_trainval,0366
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0118.jpg,0,TN3K_trainval,0118
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0391.jpg,0,TN3K_trainval,0391
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0296.jpg,0,TN3K_trainval,0296
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0261.jpg,0,TN3K_trainval,0261
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1445.jpg,1,TN3K_trainval,1445
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2394.jpg,0,TN3K_trainval,2394
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1335.jpg,0,TN3K_trainval,1335
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2417.jpg,0,TN3K_trainval,2417
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2246.jpg,1,TN3K_trainval,2246
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0628.jpg,0,TN3K_trainval,0628
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0947.jpg,0,TN3K_trainval,0947
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2041.jpg,1,TN3K_trainval,2041
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0035.jpg,0,TN3K_trainval,0035
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1252.jpg,0,TN3K_trainval,1252
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1735.jpg,0,TN3K_trainval,1735
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1488.jpg,1,TN3K_trainval,1488
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1598.jpg,1,TN3K_trainval,1598
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0836.jpg,1,TN3K_trainval,0836
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2086.jpg,1,TN3K_trainval,2086
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2313.jpg,0,TN3K_trainval,2313
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0717.jpg,1,TN3K_trainval,0717
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0053.jpg,0,TN3K_trainval,0053
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2142.jpg,1,TN3K_trainval,2142
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1786.jpg,0,TN3K_trainval,1786
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2745.jpg,1,TN3K_trainval,2745
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2865.jpg,1,TN3K_trainval,2865
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0066.jpg,0,TN3K_trainval,0066
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2582.jpg,0,TN3K_trainval,2582
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1879.jpg,0,TN3K_trainval,1879
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2262.jpg,1,TN3K_trainval,2262
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1210.jpg,0,TN3K_trainval,1210
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0500.jpg,0,TN3K_trainval,0500
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0965.jpg,0,TN3K_trainval,0965
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1980.jpg,0,TN3K_trainval,1980
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0430.jpg,0,TN3K_trainval,0430
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1977.jpg,0,TN3K_trainval,1977
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1277.jpg,0,TN3K_trainval,1277
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1683.jpg,0,TN3K_trainval,1683
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0715.jpg,1,TN3K_trainval,0715
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2785.jpg,1,TN3K_trainval,2785
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1636.jpg,0,TN3K_trainval,1636
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1011.jpg,0,TN3K_trainval,1011
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0152.jpg,0,TN3K_trainval,0152
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1624.jpg,0,TN3K_trainval,1624
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2489.jpg,0,TN3K_trainval,2489
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0149.jpg,0,TN3K_trainval,0149
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2162.jpg,1,TN3K_trainval,2162
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1485.jpg,1,TN3K_trainval,1485
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1681.jpg,0,TN3K_trainval,1681
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0140.jpg,0,TN3K_trainval,0140
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2463.jpg,0,TN3K_trainval,2463
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1928.jpg,0,TN3K_trainval,1928
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2772.jpg,1,TN3K_trainval,2772
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0085.jpg,0,TN3K_trainval,0085
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2077.jpg,1,TN3K_trainval,2077
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0070.jpg,0,TN3K_trainval,0070
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1871.jpg,0,TN3K_trainval,1871
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0995.jpg,0,TN3K_trainval,0995
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1333.jpg,0,TN3K_trainval,1333
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1143.jpg,0,TN3K_trainval,1143
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0744.jpg,1,TN3K_trainval,0744
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1942.jpg,0,TN3K_trainval,1942
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2349.jpg,0,TN3K_trainval,2349
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0269.jpg,0,TN3K_trainval,0269
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1209.jpg,0,TN3K_trainval,1209
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2531.jpg,0,TN3K_trainval,2531
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1279.jpg,0,TN3K_trainval,1279
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1419.jpg,1,TN3K_trainval,1419
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1062.jpg,0,TN3K_trainval,1062
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1889.jpg,0,TN3K_trainval,1889
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2466.jpg,0,TN3K_trainval,2466
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2806.jpg,1,TN3K_trainval,2806
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0263.jpg,0,TN3K_trainval,0263
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2787.jpg,1,TN3K_trainval,2787
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0958.jpg,0,TN3K_trainval,0958
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2129.jpg,1,TN3K_trainval,2129
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0918.jpg,1,TN3K_trainval,0918
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2584.jpg,0,TN3K_trainval,2584
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0106.jpg,0,TN3K_trainval,0106
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0157.jpg,0,TN3K_trainval,0157
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1803.jpg,0,TN3K_trainval,1803
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2108.jpg,1,TN3K_trainval,2108
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2478.jpg,0,TN3K_trainval,2478
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0858.jpg,1,TN3K_trainval,0858
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0702.jpg,1,TN3K_trainval,0702
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0724.jpg,1,TN3K_trainval,0724
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2728.jpg,1,TN3K_trainval,2728
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0265.jpg,0,TN3K_trainval,0265
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2565.jpg,0,TN3K_trainval,2565
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2210.jpg,1,TN3K_trainval,2210
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1794.jpg,0,TN3K_trainval,1794
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1714.jpg,0,TN3K_trainval,1714
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2118.jpg,1,TN3K_trainval,2118
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2541.jpg,0,TN3K_trainval,2541
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1223.jpg,0,TN3K_trainval,1223
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2549.jpg,0,TN3K_trainval,2549
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0462.jpg,0,TN3K_trainval,0462
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0151.jpg,0,TN3K_trainval,0151
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1729.jpg,0,TN3K_trainval,1729
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2243.jpg,1,TN3K_trainval,2243
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2005.jpg,1,TN3K_trainval,2005
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1599.jpg,1,TN3K_trainval,1599
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2556.jpg,0,TN3K_trainval,2556
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2333.jpg,0,TN3K_trainval,2333
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0381.jpg,0,TN3K_trainval,0381
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0802.jpg,1,TN3K_trainval,0802
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2353.jpg,0,TN3K_trainval,2353
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0233.jpg,0,TN3K_trainval,0233
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2605.jpg,0,TN3K_trainval,2605
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2067.jpg,1,TN3K_trainval,2067
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1325.jpg,0,TN3K_trainval,1325
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1957.jpg,0,TN3K_trainval,1957
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0788.jpg,1,TN3K_trainval,0788
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0515.jpg,0,TN3K_trainval,0515
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0526.jpg,0,TN3K_trainval,0526
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1688.jpg,0,TN3K_trainval,1688
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2704.jpg,1,TN3K_trainval,2704
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0866.jpg,1,TN3K_trainval,0866
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2278.jpg,1,TN3K_trainval,2278
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0840.jpg,1,TN3K_trainval,0840
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0041.jpg,0,TN3K_trainval,0041
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1640.jpg,0,TN3K_trainval,1640
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1707.jpg,0,TN3K_trainval,1707
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0813.jpg,1,TN3K_trainval,0813
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0928.jpg,1,TN3K_trainval,0928
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1436.jpg,1,TN3K_trainval,1436
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2640.jpg,0,TN3K_trainval,2640
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1070.jpg,0,TN3K_trainval,1070
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0368.jpg,0,TN3K_trainval,0368
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1981.jpg,0,TN3K_trainval,1981
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1476.jpg,1,TN3K_trainval,1476
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2009.jpg,1,TN3K_trainval,2009
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0521.jpg,0,TN3K_trainval,0521
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2784.jpg,1,TN3K_trainval,2784
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2400.jpg,0,TN3K_trainval,2400
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0150.jpg,0,TN3K_trainval,0150
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1921.jpg,0,TN3K_trainval,1921
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2746.jpg,1,TN3K_trainval,2746
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0799.jpg,1,TN3K_trainval,0799
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0663.jpg,0,TN3K_trainval,0663
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0175.jpg,0,TN3K_trainval,0175
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2223.jpg,1,TN3K_trainval,2223
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1672.jpg,0,TN3K_trainval,1672
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0728.jpg,1,TN3K_trainval,0728
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0909.jpg,1,TN3K_trainval,0909
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2113.jpg,1,TN3K_trainval,2113
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1730.jpg,0,TN3K_trainval,1730
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0422.jpg,0,TN3K_trainval,0422
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1675.jpg,0,TN3K_trainval,1675
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1842.jpg,0,TN3K_trainval,1842
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2629.jpg,0,TN3K_trainval,2629
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1849.jpg,0,TN3K_trainval,1849
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2481.jpg,0,TN3K_trainval,2481
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1655.jpg,0,TN3K_trainval,1655
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2653.jpg,0,TN3K_trainval,2653
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1963.jpg,0,TN3K_trainval,1963
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1229.jpg,0,TN3K_trainval,1229
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1248.jpg,0,TN3K_trainval,1248
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0358.jpg,0,TN3K_trainval,0358
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0914.jpg,1,TN3K_trainval,0914
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2873.jpg,1,TN3K_trainval,2873
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0671.jpg,0,TN3K_trainval,0671
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2492.jpg,0,TN3K_trainval,2492
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0734.jpg,1,TN3K_trainval,0734
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1511.jpg,1,TN3K_trainval,1511
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2758.jpg,1,TN3K_trainval,2758
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1999.jpg,1,TN3K_trainval,1999
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1327.jpg,0,TN3K_trainval,1327
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0666.jpg,0,TN3K_trainval,0666
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1886.jpg,0,TN3K_trainval,1886
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2331.jpg,0,TN3K_trainval,2331
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1375.jpg,0,TN3K_trainval,1375
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1593.jpg,1,TN3K_trainval,1593
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1609.jpg,1,TN3K_trainval,1609
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2596.jpg,0,TN3K_trainval,2596
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2337.jpg,0,TN3K_trainval,2337
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0881.jpg,1,TN3K_trainval,0881
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2029.jpg,1,TN3K_trainval,2029
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2551.jpg,0,TN3K_trainval,2551
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0076.jpg,0,TN3K_trainval,0076
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1635.jpg,0,TN3K_trainval,1635
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1906.jpg,0,TN3K_trainval,1906
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2382.jpg,0,TN3K_trainval,2382
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1839.jpg,0,TN3K_trainval,1839
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2825.jpg,1,TN3K_trainval,2825
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1574.jpg,1,TN3K_trainval,1574
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1164.jpg,0,TN3K_trainval,1164
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0699.jpg,1,TN3K_trainval,0699
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2839.jpg,1,TN3K_trainval,2839
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0454.jpg,0,TN3K_trainval,0454
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1177.jpg,0,TN3K_trainval,1177
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1869.jpg,0,TN3K_trainval,1869
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0207.jpg,0,TN3K_trainval,0207
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2548.jpg,0,TN3K_trainval,2548
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0793.jpg,1,TN3K_trainval,0793
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1349.jpg,0,TN3K_trainval,1349
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0406.jpg,0,TN3K_trainval,0406
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1317.jpg,0,TN3K_trainval,1317
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1501.jpg,1,TN3K_trainval,1501
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2137.jpg,1,TN3K_trainval,2137
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0276.jpg,0,TN3K_trainval,0276
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1169.jpg,0,TN3K_trainval,1169
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0922.jpg,1,TN3K_trainval,0922
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2802.jpg,1,TN3K_trainval,2802
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0640.jpg,0,TN3K_trainval,0640
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2792.jpg,1,TN3K_trainval,2792
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2764.jpg,1,TN3K_trainval,2764
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0525.jpg,0,TN3K_trainval,0525
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1510.jpg,1,TN3K_trainval,1510
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0555.jpg,0,TN3K_trainval,0555
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2245.jpg,1,TN3K_trainval,2245
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0075.jpg,0,TN3K_trainval,0075
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2831.jpg,1,TN3K_trainval,2831
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1959.jpg,0,TN3K_trainval,1959
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2347.jpg,0,TN3K_trainval,2347
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0229.jpg,0,TN3K_trainval,0229
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1246.jpg,0,TN3K_trainval,1246
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2381.jpg,0,TN3K_trainval,2381
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1101.jpg,0,TN3K_trainval,1101
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2504.jpg,0,TN3K_trainval,2504
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1367.jpg,0,TN3K_trainval,1367
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0306.jpg,0,TN3K_trainval,0306
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2042.jpg,1,TN3K_trainval,2042
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0235.jpg,0,TN3K_trainval,0235
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1667.jpg,0,TN3K_trainval,1667
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0608.jpg,0,TN3K_trainval,0608
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2709.jpg,1,TN3K_trainval,2709
